Age,Workclass,fnlwgt,Education,MaritalStatus,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,hours-per-week,NativeCountry,Class
31,5,248653,2,5,1,3,5,1,0,0,37,10,0
39,5,59313,8,2,2,3,1,1,0,0,45,38,0
22,5,141297,10,5,8,5,5,1,0,0,40,41,0
31,5,227325,10,5,3,3,5,1,0,0,40,41,0
68,5,123653,3,4,4,3,5,1,0,0,12,35,0
59,8,176317,6,6,4,3,5,0,0,0,37,41,0
35,3,77146,9,7,3,4,5,1,2829,0,45,41,0
25,5,169124,13,5,11,5,5,1,0,0,40,41,0
23,5,179413,9,5,3,1,5,1,0,0,40,41,0
35,5,180137,10,6,14,1,5,1,0,0,60,41,0
17,7,179319,6,5,4,5,5,1,0,0,30,41,0
19,5,45766,10,5,1,3,5,1,0,0,45,41,0
53,5,152810,14,7,14,4,5,1,0,1977,55,41,1
59,5,214052,3,6,7,1,5,0,0,0,40,41,0
37,5,201141,9,5,11,5,5,0,0,0,37,41,0
74,3,43599,9,3,4,3,5,1,0,0,20,41,0
28,5,292536,10,5,2,3,5,1,0,0,50,41,0
40,5,82161,13,5,11,3,5,1,0,0,40,41,0
30,5,180656,10,2,3,3,5,1,0,0,40,38,0
20,5,181370,10,5,4,5,1,1,0,0,40,41,0
80,5,148623,15,7,13,4,5,1,0,0,35,41,1
51,5,84399,9,7,7,4,1,1,0,0,40,41,0
17,5,143331,6,5,5,5,5,1,0,0,15,41,0
37,8,48779,13,7,13,4,5,1,0,0,40,41,0
19,5,175495,9,5,8,5,1,0,0,0,24,41,0
58,5,83542,9,5,4,3,5,1,0,0,40,41,0
57,5,214619,10,7,3,4,5,1,0,0,40,41,0
37,5,160035,10,6,7,3,5,1,0,0,40,41,0
23,8,39603,10,5,3,1,4,1,0,0,40,41,0
36,5,181589,13,5,11,3,5,0,0,0,32,26,0
33,5,261511,9,7,3,4,5,1,0,0,40,41,0
30,5,29522,10,7,5,6,5,0,0,0,40,41,0
30,5,36340,9,5,11,1,5,0,0,0,24,41,0
41,5,320984,15,7,13,4,5,1,99999,0,65,41,1
57,5,403625,10,7,8,4,3,1,0,0,60,41,1
23,5,122346,9,5,5,5,5,1,0,0,40,41,0
40,5,105794,15,5,13,3,5,0,14084,0,50,41,1
53,5,152883,9,3,11,3,1,0,0,0,40,41,0
31,7,123037,10,5,8,3,5,1,0,0,13,41,0
41,5,339682,3,7,8,4,5,1,0,0,40,10,0
36,5,182074,9,5,11,2,5,1,0,0,40,41,0
30,5,248588,8,6,4,3,5,0,0,0,40,41,0
44,5,187584,9,7,10,4,5,1,0,0,40,5,0
36,5,46706,9,5,4,5,5,1,0,0,40,41,0
42,5,190290,12,7,13,4,5,1,0,0,40,41,1
48,3,247294,9,7,3,4,5,1,0,0,30,25,0
22,5,117779,13,5,13,5,5,1,0,0,40,41,0
38,5,121602,9,7,7,4,5,1,0,0,40,41,0
31,5,451744,9,5,3,3,5,1,0,0,50,41,0
32,5,107793,9,6,4,5,5,1,2174,0,40,41,0
35,5,339772,9,7,1,4,1,1,0,0,40,41,0
21,5,185582,10,5,5,5,5,1,0,0,43,41,0
26,5,260614,9,7,7,4,5,1,0,0,40,41,0
19,6,53220,9,5,11,5,1,0,0,0,40,41,0
43,5,213844,9,1,3,6,1,0,0,0,42,41,1
33,5,213226,9,7,3,4,5,1,0,0,60,41,0
30,5,58582,13,5,3,5,5,1,0,0,10,41,0
52,5,193116,6,7,2,4,5,1,0,0,45,41,0
38,6,201410,13,7,14,4,5,1,0,0,40,41,1
28,5,190525,13,7,14,4,5,1,0,0,46,41,1
57,3,138285,12,7,4,4,5,1,0,0,40,1,0
51,5,111939,13,7,13,4,5,1,0,0,50,41,1
50,5,109277,5,7,7,4,5,1,0,0,48,41,0
32,5,331539,13,7,14,4,3,1,0,0,50,3,1
32,5,396745,13,7,13,4,5,1,0,2415,48,41,1
37,5,126675,9,7,3,4,5,1,0,0,40,41,0
69,3,349022,9,7,5,4,5,1,0,0,33,41,0
33,5,98145,10,6,8,1,4,1,0,0,30,41,0
37,5,234901,10,7,5,4,5,1,0,0,50,39,1
36,5,100681,10,5,11,3,5,1,2463,0,40,41,0
47,3,265097,9,7,2,4,5,1,0,0,45,41,1
63,5,237379,6,7,2,4,5,1,0,0,40,41,0
21,5,44793,10,5,11,3,5,1,0,0,65,41,0
17,5,270942,9,5,4,2,5,1,0,0,35,10,0
56,5,193622,9,4,3,1,5,1,0,0,40,41,0
90,6,187749,12,7,11,4,3,1,0,0,20,12,0
27,5,160178,10,6,11,3,5,0,0,0,38,41,0
38,5,680390,9,6,11,1,5,0,0,0,20,41,0
33,5,96245,12,7,13,4,5,1,0,0,50,41,0
26,5,34803,9,5,14,3,5,0,0,0,40,41,0
20,5,170091,10,5,4,5,5,0,0,0,35,41,0
42,5,231813,7,7,2,4,5,1,0,0,40,41,0
55,5,23789,9,6,14,3,5,0,0,0,40,41,0
32,7,438711,10,7,13,6,1,0,0,0,40,41,0
66,5,169804,13,7,5,4,5,1,20051,0,40,41,1
66,6,376506,16,6,13,3,5,0,3273,0,40,41,0
49,5,28791,10,6,4,3,5,0,0,0,40,41,0
34,5,162814,9,6,10,3,1,1,0,0,45,41,0
38,5,58108,13,7,14,4,5,1,0,0,50,41,1
40,4,102226,9,7,14,4,5,1,0,0,40,41,0
22,8,209131,12,5,4,5,5,1,0,0,20,41,0
46,3,157117,9,7,2,4,5,1,0,0,40,41,0
29,5,172865,9,7,7,4,5,1,0,0,50,41,0
19,5,29798,8,5,1,5,4,1,0,0,20,41,0
71,5,229424,9,3,8,3,5,0,0,0,40,41,0
37,6,80680,13,6,13,1,5,0,1151,0,35,41,0
52,6,238959,14,5,13,3,5,1,0,0,32,41,1
27,5,189462,14,5,11,3,5,0,0,0,46,41,0
52,5,139347,9,7,2,6,5,0,0,0,40,41,0
31,5,188108,9,5,3,5,5,1,4101,0,40,41,0
37,4,111128,10,7,3,4,5,1,0,0,50,41,1
28,5,81540,9,5,1,3,5,1,0,0,40,41,0
25,5,257562,4,7,3,4,5,1,0,0,40,10,0
31,5,59496,10,7,11,4,5,1,0,0,50,41,0
29,5,29974,9,7,3,4,5,1,0,0,40,41,0
45,5,102597,9,3,11,1,5,0,0,0,35,41,0
69,5,41419,4,7,4,4,5,1,0,0,20,41,0
50,5,118565,7,7,7,4,1,1,0,0,40,41,0
54,7,312897,16,7,13,4,5,1,0,0,46,40,1
17,5,166290,5,5,4,5,5,0,0,0,20,41,0
34,5,160261,9,5,8,5,3,1,14084,0,35,3,1
32,3,116834,9,7,4,6,5,0,0,0,5,38,0
23,5,203076,10,5,7,5,5,1,0,0,40,41,0
66,5,201197,13,7,13,4,5,1,0,0,45,41,1
61,5,273803,9,7,3,4,5,1,0,0,40,41,0
55,5,156797,10,6,7,3,5,0,0,0,40,41,0
24,5,283896,9,5,1,3,5,1,0,0,40,41,0
30,5,149368,9,6,5,1,5,1,1151,0,30,41,0
49,5,156926,11,6,14,3,5,1,0,0,45,41,1
21,5,163911,10,5,8,5,5,0,0,0,3,41,0
56,4,165881,9,7,5,4,5,1,0,0,50,41,1
25,5,86872,9,7,5,4,5,1,0,0,40,41,0
49,5,167523,13,6,10,3,5,1,0,0,40,41,0
58,5,154950,13,7,8,4,5,1,0,0,40,41,1
40,8,171231,13,5,11,3,5,1,0,0,40,16,0
62,5,244933,14,6,13,3,5,0,0,0,45,41,0
54,5,256908,13,7,8,4,5,1,0,0,25,41,1
34,3,33442,11,5,4,2,5,0,0,0,40,41,0
18,5,126142,6,5,3,5,5,1,0,0,30,41,0
28,5,268222,7,5,8,3,1,0,0,0,40,41,0
32,5,167106,9,7,5,4,3,1,0,0,40,7,0
22,6,50065,13,5,13,3,5,0,0,0,35,41,0
34,7,252529,13,5,13,3,5,1,0,0,48,41,0
53,5,199665,13,7,8,4,5,1,0,0,30,41,1
47,5,343579,9,7,4,4,5,1,0,0,40,10,0
19,5,190817,10,5,5,5,5,0,0,0,40,41,0
41,4,151089,10,7,14,4,5,1,0,2415,55,41,1
46,5,186820,10,7,4,6,5,0,5013,0,40,41,0
56,3,210731,4,6,5,2,5,1,0,0,20,10,0
42,5,123816,9,6,7,3,1,0,0,0,40,41,0
25,5,77071,13,5,13,5,5,0,0,2339,35,41,0
42,5,115085,9,7,11,4,5,1,0,0,50,41,0
43,5,170525,13,6,13,3,5,0,14344,0,40,41,1
17,5,209949,7,5,5,5,5,0,0,1602,12,41,0
57,3,34297,4,7,3,4,5,1,0,0,40,41,1
40,5,180985,14,7,14,4,5,1,0,0,50,41,1
62,6,33365,9,3,4,3,5,0,0,0,40,5,0
20,5,197752,10,5,11,5,5,1,0,0,16,41,0
47,5,180551,10,7,2,4,5,1,0,0,50,41,0
40,5,77975,10,7,14,4,5,1,0,0,40,41,0
44,5,159297,9,7,14,6,3,0,0,0,40,38,1
48,5,94342,13,7,3,4,5,1,0,0,55,41,0
39,4,34180,11,7,9,4,5,1,0,0,60,41,1
46,6,367251,10,7,3,4,1,1,0,0,40,41,1
72,4,172407,15,7,13,4,5,1,99999,0,50,41,1
53,5,303462,9,7,7,4,5,1,0,0,30,41,0
47,8,220269,10,7,1,4,5,1,0,0,40,41,1
40,3,45093,9,6,3,3,5,1,0,0,45,5,0
34,5,101709,9,4,2,3,3,1,0,0,40,41,0
41,5,219591,9,5,11,5,5,1,0,0,40,41,0
41,5,76625,9,7,3,4,5,1,0,0,40,41,0
20,5,342599,10,5,1,5,5,1,0,0,35,41,0
42,4,125846,2,7,5,4,5,1,0,0,60,38,0
54,6,238257,13,5,13,3,5,1,0,0,50,41,0
39,4,206253,13,7,13,6,5,0,0,0,40,41,0
37,5,172571,9,6,7,3,5,1,0,0,40,41,0
59,5,95165,16,7,5,4,5,1,0,0,40,41,0
69,5,141181,3,7,11,4,5,1,1797,0,40,41,0
24,5,267843,13,5,13,5,1,0,0,0,35,41,0
36,5,181382,11,7,7,4,5,1,3103,0,40,41,1
21,5,207782,10,5,8,5,5,1,0,0,30,41,0
68,5,103161,9,3,8,3,5,1,0,0,32,41,0
20,5,132320,10,4,3,3,5,1,0,0,40,41,0
26,3,201138,11,5,4,3,5,0,0,0,35,41,0
48,5,239058,8,3,1,1,5,0,0,0,50,41,0
39,4,239755,15,7,13,4,5,1,0,1902,50,41,1
21,5,176262,12,5,4,5,5,0,0,0,18,41,0
22,5,264738,9,5,14,2,5,0,0,0,42,39,0
34,5,182218,11,6,13,1,5,0,0,0,40,41,0
33,5,318982,10,7,14,4,5,1,0,0,45,41,1
46,5,216666,5,7,7,4,5,1,0,0,40,19,0
47,5,274200,7,7,3,4,5,1,7298,0,40,41,1
65,5,150095,13,7,14,4,5,1,0,0,40,41,1
23,5,192978,9,7,1,4,5,1,0,0,40,41,0
28,5,68021,10,5,4,3,5,0,0,0,30,41,0
34,3,28568,9,6,14,3,5,1,0,0,60,41,1
20,5,115057,10,5,4,3,5,1,0,0,40,41,0
28,5,139568,7,5,11,3,5,1,0,0,40,41,0
52,4,138497,13,7,14,4,5,1,0,0,60,41,0
40,7,182460,14,7,13,6,3,0,0,0,38,3,1
22,5,253310,13,5,14,5,5,0,0,0,7,41,0
29,4,130856,9,7,14,4,5,1,0,0,45,41,0
31,3,389765,4,7,13,4,5,1,0,0,60,41,0
42,8,52781,14,7,13,4,5,1,0,1902,40,41,1
38,5,146178,9,5,3,1,1,0,0,0,40,41,0
22,5,231053,7,7,7,4,5,1,0,0,70,41,1
21,5,145964,10,5,8,5,5,1,0,0,40,41,0
43,5,483450,5,7,14,4,5,1,0,0,40,10,0
43,4,198316,13,7,14,4,5,1,0,0,50,41,1
33,5,160614,10,7,14,4,5,1,0,0,50,41,0
17,4,325171,6,5,4,5,1,1,0,0,35,41,0
54,3,172898,15,7,13,4,5,1,5178,0,50,41,1
45,5,186473,9,6,11,1,5,0,0,0,40,41,0
55,6,286967,6,7,3,4,5,1,0,0,45,41,0
51,3,111939,9,7,2,4,5,1,0,0,35,41,1
65,8,325089,6,6,3,1,5,1,0,0,40,41,0
21,5,143582,13,5,13,5,3,0,0,0,45,41,0
40,5,308027,9,3,4,1,1,0,0,0,40,41,0
58,5,105060,10,5,11,3,1,0,0,0,37,41,0
53,8,39643,9,3,14,3,5,0,0,0,58,41,0
39,5,186191,14,7,13,4,5,1,0,1848,50,41,1
56,6,267763,9,7,4,4,5,1,0,0,40,41,0
37,5,124293,10,7,11,4,5,1,0,0,50,41,0
44,5,36271,13,7,3,4,5,1,0,0,40,41,0
49,5,143459,5,4,1,5,5,1,0,0,38,41,0
36,5,186376,10,7,7,4,3,1,0,0,50,41,1
59,4,52822,13,7,3,4,5,1,0,0,60,41,0
33,5,104509,9,6,11,5,5,0,0,0,40,41,0
36,5,184456,15,5,14,3,5,1,27828,0,50,41,1
26,5,192302,10,7,14,6,5,0,0,0,25,41,0
22,5,156822,6,5,5,3,5,0,0,1762,25,41,0
25,5,214413,14,5,11,5,5,1,0,0,40,41,0
28,5,108574,10,7,11,6,5,0,0,0,15,41,0
41,5,223934,12,6,11,1,5,0,0,0,38,41,0
45,5,200559,11,7,9,4,5,1,0,0,70,41,0
43,5,137722,9,7,1,4,5,1,0,0,40,41,0
30,5,261677,5,5,1,1,1,1,0,0,40,41,0
33,5,136331,9,2,3,1,5,1,0,0,50,41,0
34,5,329993,10,7,11,4,5,1,0,0,40,41,0
21,5,91819,11,5,4,3,5,1,0,0,30,41,0
31,5,201122,13,7,5,4,5,1,0,1902,45,41,1
48,5,315423,3,7,2,4,5,1,0,0,40,41,0
22,5,103277,10,5,11,5,5,0,0,0,20,41,0
47,5,236805,10,6,5,1,5,0,0,0,60,41,0
27,5,74883,13,5,8,3,3,0,0,0,40,12,0
18,5,115443,7,5,1,3,5,1,0,0,25,41,0
43,5,150528,14,7,13,4,5,1,0,0,40,41,1
36,5,43701,10,3,5,3,5,0,0,0,20,41,0
37,8,419053,9,6,3,3,5,1,0,0,40,41,0
24,5,183594,11,5,3,5,5,1,0,0,20,41,0
24,5,390348,9,5,2,3,5,1,0,0,40,41,0
38,5,36989,13,7,4,4,5,1,3908,0,70,41,0
48,5,247895,13,7,14,4,1,1,0,0,40,41,1
75,5,191446,2,7,4,2,1,0,0,0,16,41,0
43,3,33521,13,6,13,3,5,1,0,0,70,41,1
64,5,46087,13,6,14,3,5,0,0,0,50,41,0
67,5,129188,16,7,8,4,5,1,20051,0,5,41,1
36,5,356824,9,6,5,3,5,0,0,0,40,41,0
53,5,158746,10,7,8,4,5,1,0,0,40,41,0
22,5,153323,10,5,13,3,1,1,0,0,20,41,0
73,3,130391,9,5,4,3,5,0,0,0,36,41,0
46,5,173613,9,6,11,3,5,0,0,0,40,41,0
45,5,362883,9,7,3,4,5,1,5013,0,40,41,0
43,5,182757,9,7,3,4,5,1,0,0,40,41,1
20,5,50397,9,5,11,5,1,1,0,0,20,41,0
43,8,101709,10,6,1,3,3,1,0,0,40,41,0
21,5,202570,8,5,11,2,1,1,0,0,48,38,0
40,5,145649,9,4,5,1,1,0,0,0,25,41,0
36,5,136343,13,7,13,4,5,1,0,0,40,41,1
64,4,142166,13,6,5,3,5,1,0,0,45,41,0
19,5,242001,10,5,8,5,5,0,0,0,40,41,0
46,5,127089,10,7,13,4,5,1,5178,0,38,41,1
46,6,124071,14,6,14,1,5,0,0,0,65,41,1
41,6,190368,13,5,13,3,5,0,0,0,70,41,0
29,5,19793,10,6,8,1,5,0,0,0,8,41,0
28,5,67661,10,5,11,2,5,0,0,0,40,41,0
23,5,62278,10,7,5,4,5,1,0,0,45,41,0
30,8,295010,13,5,10,3,5,0,0,0,60,41,1
44,5,203897,13,2,11,3,5,0,0,0,40,2,0
27,5,265314,9,7,2,4,5,1,0,0,45,41,1
25,5,159603,9,5,4,1,5,0,0,0,34,41,0
29,5,134331,6,7,3,4,5,1,0,0,40,41,0
54,5,123011,9,7,7,4,5,1,0,0,40,30,1
27,5,274964,13,5,9,3,5,1,0,0,65,41,0
34,5,66309,9,7,3,4,5,1,0,0,35,41,0
38,5,73471,10,7,5,4,5,1,0,0,50,41,0
24,5,26671,9,5,8,2,4,0,0,0,40,41,0
56,5,357118,14,7,13,6,5,0,0,0,40,41,1
35,4,184655,9,7,5,4,5,1,0,0,62,41,0
23,5,55492,11,5,8,3,4,0,0,0,30,41,0
23,5,175266,10,5,3,3,5,1,0,0,40,41,0
19,5,188008,10,5,5,5,1,0,0,0,20,41,0
42,5,87284,15,7,13,4,5,1,7298,0,35,41,1
46,5,330087,13,7,14,4,5,1,15024,0,45,41,1
48,4,56975,9,6,5,1,3,0,0,0,84,38,0
27,5,150025,9,5,5,3,5,1,0,0,40,16,0
22,5,189203,12,5,8,2,5,1,0,0,15,41,0
49,4,330874,10,7,5,4,5,1,0,0,70,41,1
23,5,136824,10,5,4,5,5,1,0,0,20,41,0
24,5,201179,9,5,4,5,5,1,0,0,40,41,0
34,5,324654,9,5,7,5,3,1,0,0,40,3,0
25,8,366207,9,5,2,5,5,1,0,0,40,41,0
33,3,103860,10,7,3,4,5,1,0,0,50,41,0
22,5,106700,12,5,11,5,5,0,0,0,27,41,0
54,6,163557,9,5,11,3,5,0,0,0,30,41,0
39,4,286261,14,5,13,3,5,0,0,0,40,41,0
25,5,123083,13,5,13,3,5,0,0,0,40,41,0
75,4,125197,9,7,11,4,5,1,0,0,26,41,0
28,3,278073,9,5,7,2,1,1,0,0,30,41,0
50,5,133963,13,6,5,3,5,0,0,0,50,41,0
62,3,71467,13,7,3,4,5,1,0,0,55,41,1
40,5,76487,9,7,7,4,5,1,0,0,40,41,0
58,6,215245,13,5,13,3,5,0,0,0,37,41,0
24,8,127185,12,7,14,6,5,0,0,0,40,41,0
21,5,179720,9,5,4,2,5,0,0,0,30,41,0
40,5,88909,13,7,14,4,5,1,15024,0,50,41,1
45,5,341995,11,7,13,4,5,1,0,1902,42,41,1
48,5,173938,9,7,14,4,5,1,0,0,60,41,0
34,5,344275,9,5,2,3,5,1,0,0,70,41,0
23,5,150463,9,5,6,1,2,0,0,0,40,19,0
43,6,209544,14,5,14,3,5,0,10520,0,50,41,1
42,6,201723,10,5,3,3,5,1,0,0,40,41,0
39,3,343476,13,7,13,4,5,1,15024,0,50,33,1
52,4,77392,9,7,9,4,5,1,0,0,60,41,0
21,5,171156,10,5,8,3,5,0,0,0,35,41,0
56,3,357118,13,5,14,3,5,0,0,0,60,41,0
48,8,167749,9,7,11,6,5,0,0,0,40,41,1
37,3,352882,9,6,14,3,3,0,0,0,70,20,1
25,5,51201,9,7,3,4,5,1,0,0,35,41,0
40,5,365986,13,7,1,5,5,1,0,0,40,41,1
34,5,400416,7,5,7,5,1,1,0,0,45,41,0
52,5,31533,9,6,4,3,5,1,0,0,40,41,0
41,5,106900,13,7,8,4,5,1,0,1902,42,41,1
36,6,192337,9,5,4,3,5,1,0,0,40,41,0
21,5,118712,11,5,3,5,5,1,0,1504,40,41,0
28,5,301654,13,5,13,3,5,0,0,0,40,41,0
31,3,145162,13,7,14,4,5,1,0,0,60,38,1
20,5,88126,10,5,11,5,5,1,0,0,9,40,0
68,5,165017,9,7,13,4,5,1,0,0,40,35,1
35,5,238342,9,7,2,4,5,1,0,0,40,41,0
32,5,857532,9,5,7,5,1,1,0,0,40,41,0
64,5,134378,14,7,14,4,5,1,0,0,50,41,1
17,5,260797,6,5,1,5,5,0,0,0,23,41,0
25,5,138765,13,5,13,3,5,1,0,0,20,41,0
74,5,256674,9,3,8,3,5,0,0,0,25,41,0
31,5,247444,11,7,7,4,5,1,0,0,40,26,0
51,7,454063,16,7,14,4,5,1,7298,0,40,41,1
67,5,180539,9,7,5,4,5,1,0,0,10,41,0
42,5,397346,9,5,3,3,5,1,3325,0,40,41,0
29,5,107160,9,5,4,3,5,1,0,0,40,41,0
31,5,262024,9,7,7,4,1,1,0,0,40,41,0
21,5,131230,9,7,3,4,5,1,0,0,37,41,0
67,5,274451,6,7,2,4,5,1,0,0,16,41,0
41,7,365986,9,6,10,3,5,1,0,0,40,41,1
27,5,204515,13,5,8,3,5,0,0,0,36,41,0
51,5,99316,8,6,2,1,5,1,0,0,50,41,0
21,5,206681,7,7,8,6,5,0,0,0,40,41,0
28,5,268726,9,7,3,4,5,1,0,0,46,41,0
21,5,275395,10,5,3,5,5,1,0,0,40,41,0
28,5,383322,11,7,7,4,5,1,0,0,40,41,1
29,5,126822,9,7,4,4,5,1,0,0,35,41,0
39,4,168355,9,7,14,4,5,1,0,0,70,41,0
21,5,162667,13,5,11,3,5,1,0,0,40,26,0
43,5,373403,11,7,3,4,5,1,0,0,40,41,0
44,3,274562,9,5,3,3,5,1,14344,0,40,41,1
28,5,249362,7,7,2,4,5,1,0,0,50,41,0
31,5,111567,5,5,5,3,5,1,0,0,43,41,1
18,5,216508,9,5,8,5,5,1,0,0,30,41,0
27,5,145784,10,7,11,6,4,0,0,0,45,41,0
34,7,209317,10,7,10,4,5,1,0,0,40,41,0
25,5,259505,9,5,8,3,5,1,0,0,40,41,0
34,5,345360,13,7,8,4,5,1,0,0,40,40,0
43,6,198096,9,7,3,4,5,1,7688,0,40,41,1
40,4,33126,14,7,3,4,5,1,0,0,50,41,0
21,5,206354,9,5,4,1,1,0,0,0,35,41,0
25,5,1484705,10,6,14,1,5,0,0,0,25,41,0
21,5,26410,9,5,11,3,5,0,0,0,40,41,0
19,3,220901,10,5,2,5,5,1,0,0,30,41,0
49,4,44671,12,7,3,4,5,1,0,0,40,41,1
20,5,38620,10,5,4,5,5,1,0,0,20,41,0
36,5,89040,7,7,2,4,5,1,0,0,47,41,0
32,5,370160,10,4,14,1,1,0,0,0,40,41,0
23,5,208946,10,5,11,5,5,1,0,0,32,41,0
21,5,131230,10,5,5,5,5,1,0,0,10,41,0
25,5,60358,13,5,14,5,5,1,0,0,40,41,0
26,5,350853,3,5,2,3,5,1,0,0,40,38,0
24,5,209782,13,5,5,5,5,0,0,0,40,41,0
22,5,351952,10,5,13,1,5,0,0,0,20,41,0
26,5,142081,9,7,4,6,5,0,0,0,40,10,0
22,5,164775,5,5,7,1,5,1,0,0,40,19,0
41,6,47858,13,7,10,4,5,1,0,0,40,41,1
18,5,404085,9,7,11,6,5,0,0,0,40,41,0
24,5,218678,13,5,5,5,5,1,0,0,40,41,0
38,5,184655,9,7,3,4,5,1,0,1740,48,41,0
36,5,321760,13,5,11,3,5,0,0,0,17,41,0
45,6,185399,14,6,13,5,5,0,0,0,55,41,0
38,6,409200,10,7,8,4,5,1,0,0,40,41,1
38,5,40077,9,7,3,4,5,1,0,0,50,41,1
34,3,31740,9,5,9,3,5,1,0,0,40,41,0
53,6,233722,12,5,11,3,1,1,0,0,40,41,0
32,5,192039,11,7,13,6,5,0,0,0,40,41,1
17,5,222618,7,5,5,5,1,0,0,0,30,41,0
45,7,213646,13,7,14,4,5,1,7298,0,40,41,1
31,6,194141,9,7,10,4,5,1,0,0,48,41,0
47,7,80282,16,7,13,4,5,1,0,0,45,41,0
27,5,166350,9,5,5,3,5,1,0,0,50,41,0
61,8,60641,10,7,11,6,5,0,0,0,30,41,0
33,5,124827,9,7,2,4,5,1,0,0,40,41,0
67,5,105438,9,4,7,2,5,0,0,0,40,41,0
38,5,85244,13,4,3,3,5,1,0,0,40,41,0
25,5,120535,9,6,5,1,5,0,0,0,40,41,0
33,6,269604,3,5,4,1,2,0,0,0,40,23,0
27,5,247711,9,7,11,6,5,0,0,0,40,41,0
45,5,380922,9,7,3,4,5,1,0,0,60,41,1
24,5,281221,13,5,11,2,3,0,0,0,40,8,0
23,5,269687,11,5,8,3,5,1,0,0,40,41,0
48,5,181758,10,6,11,1,5,0,0,0,40,41,0
61,8,136787,10,7,11,4,5,1,0,0,40,41,1
22,5,107882,9,5,13,5,5,0,0,0,20,41,0
34,5,172579,11,6,8,1,5,0,0,0,40,41,0
32,5,29933,9,7,7,4,5,1,5178,0,40,41,1
35,8,38905,10,6,11,3,5,0,0,0,50,41,0
36,5,168826,6,5,3,3,5,1,0,0,40,41,0
24,5,424034,9,5,14,1,5,1,0,0,40,41,0
60,5,117509,5,7,3,4,5,1,0,0,40,41,0
28,5,196971,13,5,8,3,5,0,0,0,43,41,0
64,5,69525,9,6,3,1,5,1,0,0,20,41,0
22,5,374116,9,5,5,1,5,0,0,0,35,41,0
27,5,283913,3,5,6,3,5,0,0,0,65,40,0
36,7,147258,10,6,2,3,5,1,0,0,60,41,0
27,5,139903,9,5,5,1,1,0,0,0,30,41,0
52,5,112959,10,3,5,3,5,0,0,0,40,41,0
57,3,264148,9,7,9,4,5,1,0,0,45,41,0
23,5,256211,10,5,11,3,3,1,0,0,24,6,0
29,3,142519,9,7,7,4,5,1,0,0,40,41,0
34,5,281852,9,5,2,3,1,1,0,0,80,41,0
38,5,380543,9,5,4,1,1,0,0,0,30,41,0
50,3,204402,9,7,9,4,5,1,0,0,84,41,1
50,5,192203,7,7,2,4,5,1,0,0,40,41,0
51,3,199005,13,7,14,6,5,0,0,0,40,41,1
17,4,61838,6,5,3,5,5,1,0,0,40,41,0
25,5,210095,7,2,1,3,5,0,0,0,40,10,0
19,5,187352,9,7,3,4,5,1,0,0,40,41,0
43,3,32451,9,7,3,4,5,1,0,0,40,41,0
59,5,140569,10,4,5,3,5,1,14084,0,60,41,1
39,5,87556,14,5,13,3,5,1,6849,0,40,41,0
18,5,79443,5,5,7,5,5,1,0,0,40,10,0
27,5,212622,14,5,14,5,5,0,0,0,40,41,0
39,5,32650,11,5,9,3,5,1,0,0,60,41,0
44,5,125461,13,7,5,4,5,1,0,0,40,41,1
19,5,219867,9,5,11,2,5,0,0,0,35,41,0
32,6,206609,9,5,4,5,5,1,0,0,40,41,0
48,5,101299,9,7,3,4,5,1,0,0,40,41,1
46,5,29437,12,7,5,4,5,1,0,0,50,41,0
65,5,87164,7,3,5,2,5,0,0,0,20,41,0
57,4,146103,13,7,13,4,5,1,0,0,45,41,1
48,5,169324,9,5,4,1,1,0,0,0,32,9,0
46,5,138370,4,7,4,4,3,1,0,1651,40,3,0
27,5,29523,6,7,1,4,5,1,0,0,40,41,0
29,6,383745,10,7,10,4,5,1,0,1485,40,41,1
21,5,247075,9,5,8,1,1,0,0,0,25,41,0
20,5,200967,10,5,8,5,5,0,0,0,12,41,0
51,5,175985,9,7,8,4,5,1,0,0,40,41,0
35,4,189404,10,7,5,4,5,1,0,1740,40,41,0
29,3,267661,9,7,9,4,5,1,0,0,70,41,0
30,6,182926,10,7,10,4,5,1,15024,0,40,41,1
65,5,243858,9,3,4,3,5,0,0,0,15,41,0
20,5,43587,9,2,8,3,5,0,0,0,35,41,0
47,8,31339,10,7,11,4,5,1,0,0,40,41,0
41,5,204682,9,6,3,1,5,1,2174,0,40,33,0
17,5,73145,5,5,3,5,5,0,0,0,16,41,0
38,6,218184,3,7,1,2,5,1,0,0,40,10,0
38,6,223237,14,7,13,4,5,1,0,0,40,41,1
39,3,93319,9,5,5,2,5,0,0,0,4,41,0
24,5,212300,9,4,8,3,5,0,0,0,38,41,0
52,5,187356,6,7,7,4,5,1,0,0,41,41,0
46,3,220832,10,7,14,4,5,1,0,0,58,41,1
22,5,211361,13,5,14,3,5,0,0,0,30,41,0
56,5,134195,14,5,5,3,5,1,0,0,50,41,0
37,3,218249,7,6,13,1,1,0,0,0,30,41,0
59,5,70720,13,6,5,3,5,1,0,0,55,41,1
19,3,342384,7,7,3,5,5,1,0,2129,55,41,0
31,5,237317,5,5,3,3,2,1,0,0,45,41,0
22,5,359759,10,5,5,3,3,1,0,0,20,12,0
48,3,181758,16,5,13,1,5,0,0,0,60,41,1
63,4,267101,13,7,14,4,5,1,0,0,60,41,0
33,5,222221,9,7,14,4,5,1,7298,0,45,41,1
53,5,55139,9,5,9,3,5,1,0,0,10,41,0
